Gene stable ID	Gene name	Gene description	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand
ENSDARG00000098890	cyp2aa9	cytochrome P450, family 2, subfamily AA, polypeptide 9 [Source:ZFIN;Acc:ZDB-GENE-080724-3]	23	42414652	42428299	1
ENSDARG00000077116	ccnjl	cyclin J-like [Source:ZFIN;Acc:ZDB-GENE-030131-9888]	21	30054772	30082521	-1
ENSDARG00000061203	trpc1	transient receptor potential cation channel, subfamily C, member 1 [Source:ZFIN;Acc:ZDB-GENE-070830-1]	24	5840258	5869622	1
ENSDARG00000114195	zgc:171759	zgc:171759 [Source:ZFIN;Acc:ZDB-GENE-071004-32]	25	35112092	35112466	-1
ENSDARG00000102218	si:dkey-31g6.4	si:dkey-31g6.4 [Source:ZFIN;Acc:ZDB-GENE-131127-517]	6	18441331	18442705	1
ENSDARG00000098874	exoc6b	exocyst complex component 6B [Source:ZFIN;Acc:ZDB-GENE-060929-132]	7	25135739	25294104	1
ENSDARG00000059743	tmem98	transmembrane protein 98 [Source:ZFIN;Acc:ZDB-GENE-070112-1092]	3	39099716	39110228	1
ENSDARG00000102458	hip1rb	huntingtin interacting protein 1 related b [Source:ZFIN;Acc:ZDB-GENE-070209-59]	5	66366865	66429357	-1
ENSDARG00000062823	pi4kab	phosphatidylinositol 4-kinase, catalytic, alpha b [Source:ZFIN;Acc:ZDB-GENE-080220-34]	8	1741938	1838315	-1
ENSDARG00000007387	irf2a	interferon regulatory factor 2a [Source:ZFIN;Acc:ZDB-GENE-030131-4135]	1	39859782	39880189	1
ENSDARG00000016415	dhtkd1	dehydrogenase E1 and transketolase domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-041212-44]	25	8031999	8055229	-1
ENSDARG00000026294	erbb2	erb-b2 receptor tyrosine kinase 2 [Source:ZFIN;Acc:ZDB-GENE-031118-121]	12	9360316	9438227	-1
ENSDARG00000100573	ckap2l	cytoskeleton associated protein 2-like [Source:ZFIN;Acc:ZDB-GENE-030131-6690]	5	13549603	13561074	1
ENSDARG00000096943	CR759863.1		25	22507496	22508102	-1
ENSDARG00000057805	mrpl28	mitochondrial ribosomal protein L28 [Source:ZFIN;Acc:ZDB-GENE-050522-113]	15	17128282	17138640	-1
ENSDARG00000076895	flrt3	fibronectin leucine rich transmembrane 3 [Source:ZFIN;Acc:ZDB-GENE-030131-1988]	13	33811842	33822550	-1
ENSDARG00000100850	rnf103	ring finger protein 103 [Source:ZFIN;Acc:ZDB-GENE-040912-171]	14	16083818	16091862	1
ENSDARG00000102933	or106-9	odorant receptor, family G, subfamily 106, member 9 [Source:ZFIN;Acc:ZDB-GENE-070806-61]	10	36285568	36287107	1
ENSDARG00000102985	BX537303.1		10	7573316	7578051	1
ENSDARG00000043339	abraxas1	abraxas 1, BRCA1 A complex subunit [Source:ZFIN;Acc:ZDB-GENE-041010-70]	21	19319804	19329076	1
ENSDARG00000099187	purg	purine-rich element binding protein G [Source:ZFIN;Acc:ZDB-GENE-070702-3]	10	7563755	7565074	1
ENSDARG00000103653	CU179757.1		7	17261616	17264309	-1
ENSDARG00000096599	AL928650.3	si:ch211-160d14.9 [Source:NCBI gene;Acc:103911855]	1	8587230	8590009	1
ENSDARG00000103961	poln	polymerase (DNA directed) nu [Source:ZFIN;Acc:ZDB-GENE-100917-1]	7	24391129	24453754	1
ENSDARG00000028333	nitr9	novel immune-type receptor 9 [Source:ZFIN;Acc:ZDB-GENE-041001-6]	7	17255705	17309337	1
ENSDARG00000010555	pdha1b	pyruvate dehydrogenase E1 alpha 1 subunit b [Source:ZFIN;Acc:ZDB-GENE-040718-96]	24	24273371	24282427	-1
ENSDARG00000040608	gcnt7	glucosaminyl (N-acetyl) transferase family member 7 [Source:ZFIN;Acc:ZDB-GENE-120919-3]	6	56097971	56111829	-1
ENSDARG00000059809	caska	calcium/calmodulin-dependent serine protein kinase a [Source:ZFIN;Acc:ZDB-GENE-020802-4]	9	33366683	33608427	-1
ENSDARG00000093768	prr18	proline rich 18 [Source:ZFIN;Acc:ZDB-GENE-081107-6]	13	4405282	4407074	1
ENSDARG00000093129	si:rp71-45k5.2	si:rp71-45k5.2 [Source:ZFIN;Acc:ZDB-GENE-060503-753]	19	34994433	34995629	-1
ENSDARG00000055629	dia1b	deleted in autism 1b [Source:ZFIN;Acc:ZDB-GENE-070830-2]	24	5653162	5713799	-1
ENSDARG00000092771	BX530064.1		16	33750067	33758285	-1
ENSDARG00000003069	btbd7	BTB (POZ) domain containing 7 [Source:ZFIN;Acc:ZDB-GENE-030131-4477]	20	27114874	27190393	-1
ENSDARG00000088452	si:dkey-24i24.3	si:dkey-24i24.3 [Source:ZFIN;Acc:ZDB-GENE-110411-103]	16	28728347	28737174	1
ENSDARG00000089641	ppm1lb	protein phosphatase, Mg2+/Mn2+ dependent, 1Lb [Source:ZFIN;Acc:ZDB-GENE-060929-136]	15	1630815	1651766	-1
ENSDARG00000039299	rdh14a	retinol dehydrogenase 14a [Source:ZFIN;Acc:ZDB-GENE-041010-124]	13	32454262	32456842	1
ENSDARG00000090929	si:dkeyp-98a7.4	si:dkeyp-98a7.4 [Source:ZFIN;Acc:ZDB-GENE-050208-760]	22	25681911	25688794	1
ENSDARG00000004049	marcksa	myristoylated alanine-rich protein kinase C substrate a [Source:ZFIN;Acc:ZDB-GENE-050522-145]	20	3312859	3319736	-1
ENSDARG00000095697	CR774194.1		1	17858380	17861928	1
ENSDARG00000069252	mixl1	Mix paired-like homeobox [Source:ZFIN;Acc:ZDB-GENE-000208-20]	20	43715157	43723860	-1
ENSDARG00000053496	gemin8	gem (nuclear organelle) associated protein 8 [Source:ZFIN;Acc:ZDB-GENE-041114-189]	1	29058268	29061327	-1
ENSDARG00000071212	p3h1	prolyl 3-hydroxylase 1 [Source:ZFIN;Acc:ZDB-GENE-031010-35]	11	39075613	39105253	-1
ENSDARG00000100807	si:ch211-213c4.5	si:ch211-213c4.5 [Source:ZFIN;Acc:ZDB-GENE-060503-34]	22	28372015	28373698	-1
ENSDARG00000074309	cnnm4b	cyclin and CBS domain divalent metal cation transport mediator 4b [Source:ZFIN;Acc:ZDB-GENE-070705-181]	5	13472234	13540731	1
ENSDARG00000062293	qpctlb	glutaminyl-peptide cyclotransferase-like b [Source:ZFIN;Acc:ZDB-GENE-091118-40]	21	21325500	21336437	1
ENSDARG00000020785	lama4	laminin, alpha 4 [Source:ZFIN;Acc:ZDB-GENE-040724-213]	20	218886	259965	1
ENSDARG00000092269	si:dkeyp-41f9.4	si:dkeyp-41f9.4 [Source:ZFIN;Acc:ZDB-GENE-091204-320]	10	9186651	9192450	-1
ENSDARG00000038780	ubtfl	upstream binding transcription factor, like [Source:ZFIN;Acc:ZDB-GENE-040426-1159]	2	32357226	32387441	-1
ENSDARG00000036791	dnmt3bb.1	DNA (cytosine-5-)-methyltransferase 3 beta, duplicate b.1 [Source:ZFIN;Acc:ZDB-GENE-050314-1]	23	17011454	17101360	-1
ENSDARG00000011983	zgc:136908	zgc:136908 [Source:ZFIN;Acc:ZDB-GENE-060312-22]	1	55786986	55810730	-1
ENSDARG00000007856	rtn4rl1a	reticulon 4 receptor-like 1a [Source:ZFIN;Acc:ZDB-GENE-091118-38]	10	35952532	35959571	1
ENSDARG00000036422	ntn5	netrin 5 [Source:ZFIN;Acc:ZDB-GENE-130530-593]	7	20431633	20453661	-1
ENSDARG00000061249	myom1a	myomesin 1a (skelemin) [Source:ZFIN;Acc:ZDB-GENE-030131-2856]	2	30916188	30959913	1
ENSDARG00000115079	zgc:174353	zgc:174353 [Source:ZFIN;Acc:ZDB-GENE-071004-121]	11	12377621	12379541	-1
ENSDARG00000103348	si:dkey-176f19.7	si:dkey-176f19.7 [Source:ZFIN;Acc:ZDB-GENE-110913-130]	4	35876704	35888987	1
ENSDARG00000090428	ctrb1	chymotrypsinogen B1 [Source:ZFIN;Acc:ZDB-GENE-030131-1171]	7	35075847	35079299	1
ENSDARG00000041350	ankrd39	ankyrin repeat domain 39 [Source:ZFIN;Acc:ZDB-GENE-081104-153]	8	51573124	51579286	-1
ENSDARG00000067964	slc6a5	solute carrier family 6 (neurotransmitter transporter), member 5 [Source:ZFIN;Acc:ZDB-GENE-050105-2]	7	17229282	17252274	1
ENSDARG00000099932	BX005245.1	uncharacterized LOC103911727 [Source:NCBI gene;Acc:103911727]	4	55005641	55009229	1
ENSDARG00000003399	fgf8a	fibroblast growth factor 8a [Source:ZFIN;Acc:ZDB-GENE-990415-72]	13	28495419	28501985	1
ENSDARG00000074182	prokr1a	prokineticin receptor 1a [Source:ZFIN;Acc:ZDB-GENE-110411-180]	1	51673028	51684941	-1
ENSDARG00000036630	plp2	proteolipid protein 2 [Source:ZFIN;Acc:ZDB-GENE-030710-11]	8	49310785	49345388	-1
ENSDARG00000104478	cap2	CAP, adenylate cyclase-associated protein, 2 (yeast) [Source:ZFIN;Acc:ZDB-GENE-040426-1758]	19	46158078	46210904	1
ENSDARG00000004757	ybx1	Y box binding protein 1 [Source:ZFIN;Acc:ZDB-GENE-000629-3]	8	47143829	47152086	-1
ENSDARG00000040257	slc38a11	solute carrier family 38, member 11 [Source:ZFIN;Acc:ZDB-GENE-050417-122]	9	50000504	50032969	1
ENSDARG00000115560	traj22	T-cell receptor alpha joining 22 [Source:ZFIN;Acc:ZDB-GENE-170601-30]	2	36111275	36111337	1
ENSDARG00000086452	dthd1	death domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-140106-180]	7	50796422	50818874	1
ENSDARG00000096668	MZT1	mitotic spindle organizing protein 1 [Source:HGNC Symbol;Acc:HGNC:33830]	1	30718246	30723258	-1
ENSDARG00000008494	myl6	myosin, light chain 6, alkali, smooth muscle and non-muscle [Source:ZFIN;Acc:ZDB-GENE-041010-28]	6	39874177	39893526	-1
ENSDARG00000101758	traj41	T-cell receptor alpha joining 41 [Source:ZFIN;Acc:ZDB-GENE-170601-49]	2	36115205	36115267	1
ENSDARG00000005749	cand2	cullin-associated and neddylation-dissociated 2 (putative) [Source:ZFIN;Acc:ZDB-GENE-060503-645]	22	31045277	31060579	-1
ENSDARG00000114801	CT867973.1		2	36103309	36155743	1
ENSDARG00000103626	traj43	T-cell receptor alpha joining 43 [Source:ZFIN;Acc:ZDB-GENE-170601-51]	2	36116237	36116302	1
ENSDARG00000109231	traj10	T-cell receptor alpha joining 10 [Source:ZFIN;Acc:ZDB-GENE-170601-18]	2	36119542	36119604	1
ENSDARG00000003113	ada	adenosine deaminase [Source:ZFIN;Acc:ZDB-GENE-040718-393]	23	25946448	25976656	-1
ENSDARG00000102151	si:ch211-249o11.5	si:ch211-249o11.5 [Source:ZFIN;Acc:ZDB-GENE-131127-165]	2	50967947	50973896	1
ENSDARG00000006125	csnk1db	casein kinase 1, delta b [Source:ZFIN;Acc:ZDB-GENE-040426-2385]	12	33320504	33336787	1
ENSDARG00000094386	adgrg4b	adhesion G protein-coupled receptor G4b [Source:ZFIN;Acc:ZDB-GENE-091204-201]	10	26634472	26652593	1
ENSDARG00000096979	NPC2 (1 of many)	NPC intracellular cholesterol transporter 2 [Source:HGNC Symbol;Acc:HGNC:14537]	17	43021662	43022468	-1
ENSDARG00000016981	bcar3	BCAR3, NSP family adaptor protein [Source:ZFIN;Acc:ZDB-GENE-080513-4]	8	15084386	15229979	-1
ENSDARG00000100144	CR936977.1		15	14883291	14884061	-1
ENSDARG00000003046	sorbs2a	sorbin and SH3 domain containing 2a [Source:ZFIN;Acc:ZDB-GENE-070308-2]	1	17747656	17803614	-1
ENSDARG00000061110	zbtb44	zinc finger and BTB domain containing 44 [Source:ZFIN;Acc:ZDB-GENE-060526-201]	5	30131275	30151815	-1
ENSDARG00000110460	si:ch211-156l18.4	si:ch211-156l18.4 [Source:ZFIN;Acc:ZDB-GENE-141219-18]	11	12229830	12232929	-1
ENSDARG00000093844	zgc:136461	zgc:136461 [Source:ZFIN;Acc:ZDB-GENE-060519-7]	7	35068036	35069807	1
ENSDARG00000007918	ttc27	tetratricopeptide repeat domain 27 [Source:ZFIN;Acc:ZDB-GENE-030102-1]	17	22760126	22947117	1
ENSDARG00000024564	sccpdhb	saccharopine dehydrogenase b [Source:ZFIN;Acc:ZDB-GENE-041010-211]	20	34967410	34985555	-1
ENSDARG00000075505	PTGFRN	prostaglandin F2 receptor inhibitor [Source:HGNC Symbol;Acc:HGNC:9601]	1	1941031	2000357	1
ENSDARG00000096233	si:dkey-260c8.6	si:dkey-260c8.6 [Source:ZFIN;Acc:ZDB-GENE-120215-121]	3	37757385	37759996	-1
ENSDARG00000097417	CR847793.1		6	55563650	55571804	1
ENSDARG00000044246	snx18b	sorting nexin 18b [Source:ZFIN;Acc:ZDB-GENE-080213-6]	10	9092815	9097996	1
ENSDARG00000007734	stn1	STN1, CST complex subunit [Source:ZFIN;Acc:ZDB-GENE-040426-1390]	1	47499888	47513484	1
ENSDARG00000054916	eif4ebp3	eukaryotic translation initiation factor 4E binding protein 3 [Source:ZFIN;Acc:ZDB-GENE-041114-44]	21	26401332	26406304	-1
ENSDARG00000104629	FP885542.2	monocarboxylate transporter 7-like [Source:NCBI gene;Acc:103911912]	12	20575640	20584439	-1
ENSDARG00000059806	sacm1lb	SAC1 like phosphatidylinositide phosphatase b [Source:ZFIN;Acc:ZDB-GENE-070112-542]	16	53603945	53633569	1
ENSDARG00000057995	arl15b	ADP-ribosylation factor-like 15b [Source:ZFIN;Acc:ZDB-GENE-080813-2]	10	9006574	9089636	-1
ENSDARG00000010785	thbs1b	thrombospondin 1b [Source:ZFIN;Acc:ZDB-GENE-020708-1]	20	29036328	29052391	-1
ENSDARG00000023672	timm8a	translocase of inner mitochondrial membrane 8 homolog A (yeast) [Source:ZFIN;Acc:ZDB-GENE-040801-158]	14	38878482	38881818	1
ENSDARG00000097345	AL935186.2		4	77580532	77676179	1
ENSDARG00000077323	thap4	THAP domain containing 4 [Source:ZFIN;Acc:ZDB-GENE-070912-5]	2	22652981	22660232	-1
ENSDARG00000101058	traj3	T-cell receptor alpha joining 3 [Source:ZFIN;Acc:ZDB-GENE-170601-11]	2	36096728	36096787	1
ENSDARG00000007421	ftcd	formimidoyltransferase cyclodeaminase [Source:ZFIN;Acc:ZDB-GENE-030131-9643]	22	12770877	12786532	1
ENSDARG00000030237	pgrmc2	progesterone receptor membrane component 2 [Source:ZFIN;Acc:ZDB-GENE-040426-2102]	17	26803470	26813630	1
ENSDARG00000093777	BX547993.1		19	24187594	24188743	-1
ENSDARG00000092587	CU861651.2		8	20940459	20943772	-1
ENSDARG00000095627	c1qc	complement component 1, q subcomponent, C chain [Source:ZFIN;Acc:ZDB-GENE-041010-51]	21	22717824	22720381	-1
ENSDARG00000111440	pimr194	Pim proto-oncogene, serine/threonine kinase, related 194 [Source:ZFIN;Acc:ZDB-GENE-141216-144]	14	21007957	21010327	1
ENSDARG00000104353	nop58	NOP58 ribonucleoprotein homolog (yeast) [Source:ZFIN;Acc:ZDB-GENE-040426-2140]	6	9664206	9695294	-1
ENSDARG00000045789	srgap1b	SLIT-ROBO Rho GTPase activating protein 1b [Source:ZFIN;Acc:ZDB-GENE-041210-103]	4	9279515	9335035	1
ENSDARG00000094133	wu:fc21g02	wu:fc21g02 [Source:ZFIN;Acc:ZDB-GENE-030131-2925]	1	44906517	44926013	1
ENSDARG00000068250	si:ch211-151h10.2	si:ch211-151h10.2 [Source:ZFIN;Acc:ZDB-GENE-050419-29]	18	44303153	44316920	-1
ENSDARG00000039136	cox16	cytochrome c oxidase assembly factor COX16 [Source:ZFIN;Acc:ZDB-GENE-050417-60]	13	36311894	36319308	-1
ENSDARG00000003751	lats1	large tumor suppressor kinase 1 [Source:ZFIN;Acc:ZDB-GENE-050523-2]	20	1240461	1268869	-1
ENSDARG00000027234	ift88	intraflagellar transport 88 homolog [Source:ZFIN;Acc:ZDB-GENE-030131-574]	9	21365043	21383489	-1
ENSDARG00000096713	CR388040.1		2	6958513	6959134	1
ENSDARG00000030125	sox7	SRY (sex determining region Y)-box 7 [Source:ZFIN;Acc:ZDB-GENE-040109-4]	20	19066596	19080593	1
ENSDARG00000005095	glcea	glucuronic acid epimerase a [Source:ZFIN;Acc:ZDB-GENE-040630-9]	25	7918695	7925269	-1
ENSDARG00000077361	bptf	bromodomain PHD finger transcription factor [Source:ZFIN;Acc:ZDB-GENE-030131-3200]	3	25378801	25421504	-1
ENSDARG00000062967	kcng4a	potassium voltage-gated channel, subfamily G, member 4a [Source:ZFIN;Acc:ZDB-GENE-050419-11]	18	14477740	14530633	1
ENSDARG00000024775	si:ch211-129c21.1	si:ch211-129c21.1 [Source:ZFIN;Acc:ZDB-GENE-030131-5796]	22	22316855	22340688	-1
ENSDARG00000090052	si:dkey-165a24.9	si:dkey-165a24.9 [Source:ZFIN;Acc:ZDB-GENE-141209-1]	7	22702224	22712827	1
ENSDARG00000025046	AL935186.1		4	77709678	77712195	1
ENSDARG00000096765	pimr124	Pim proto-oncogene, serine/threonine kinase, related 124 [Source:ZFIN;Acc:ZDB-GENE-130531-14]	20	43597003	43602650	-1
ENSDARG00000056279	ccdc157	coiled-coil domain containing 157 [Source:ZFIN;Acc:ZDB-GENE-030616-155]	8	36541949	36554732	-1
ENSDARG00000060236	dok7	docking protein 7 [Source:ZFIN;Acc:ZDB-GENE-090312-103]	1	41142881	41192206	-1
ENSDARG00000104634	BX957336.1		5	52472744	52476342	-1
ENSDARG00000036044	rps20	ribosomal protein S20 [Source:ZFIN;Acc:ZDB-GENE-040426-2284]	7	58745987	58750400	1
ENSDARG00000024314	herpud1	homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1 [Source:ZFIN;Acc:ZDB-GENE-050913-47]	18	17600570	17611849	1
ENSDARG00000105288	si:ch211-79l17.1	si:ch211-79l17.1 [Source:ZFIN;Acc:ZDB-GENE-050419-127]	18	333679	399554	-1
ENSDARG00000076659	cdca7b	cell division cycle associated 7b [Source:ZFIN;Acc:ZDB-GENE-030131-607]	19	2569150	2582858	-1
ENSDARG00000061169	larp1b	La ribonucleoprotein domain family, member 1B [Source:ZFIN;Acc:ZDB-GENE-030131-4154]	17	26753967	26802816	1
ENSDARG00000037553	il1rapl2	interleukin 1 receptor accessory protein-like 2 [Source:ZFIN;Acc:ZDB-GENE-040219-5]	14	9717678	10321851	-1
ENSDARG00000037889	wnt9b	wingless-type MMTV integration site family, member 9B [Source:ZFIN;Acc:ZDB-GENE-080201-1]	3	37574885	37581620	1
ENSDARG00000017093	emc8	ER membrane protein complex subunit 8 [Source:ZFIN;Acc:ZDB-GENE-040426-2692]	18	30500690	30504652	-1
ENSDARG00000014556	serpinb1l3	serpin peptidase inhibitor, clade B (ovalbumin), member 1, like 3 [Source:ZFIN;Acc:ZDB-GENE-030131-7059]	24	42148140	42157913	1
ENSDARG00000011152	rpp14	ribonuclease P/MRP 14 subunit [Source:ZFIN;Acc:ZDB-GENE-050522-182]	22	10158502	10164533	1
ENSDARG00000070041	zgc:153920	zgc:153920 [Source:ZFIN;Acc:ZDB-GENE-061013-702]	12	30528623	30540755	-1
ENSDARG00000046142	si:ch211-170d8.5	si:ch211-170d8.5 [Source:ZFIN;Acc:ZDB-GENE-081105-120]	8	39733278	39739640	-1
ENSDARG00000054754	hs6st1a	heparan sulfate 6-O-sulfotransferase 1a [Source:ZFIN;Acc:ZDB-GENE-050524-1]	2	40901997	41124013	-1
ENSDARG00000012495	mphosph10	M-phase phosphoprotein 10 (U3 small nucleolar ribonucleoprotein) [Source:ZFIN;Acc:ZDB-GENE-030131-2146]	7	30772991	30779575	-1
ENSDARG00000071026	mllt11	MLLT11, transcription factor 7 cofactor [Source:ZFIN;Acc:ZDB-GENE-030131-3007]	19	7445644	7450796	-1
ENSDARG00000092413	FP103004.1		9	8730515	8731360	1
ENSDARG00000033104	tmc2a	transmembrane channel-like 2a [Source:ZFIN;Acc:ZDB-GENE-060526-280]	5	55221593	55251994	1
ENSDARG00000044943	npepps	aminopeptidase puromycin sensitive [Source:ZFIN;Acc:ZDB-GENE-060524-3]	11	12108355	12158412	-1
ENSDARG00000016855	sf3b5	splicing factor 3b, subunit 5 [Source:ZFIN;Acc:ZDB-GENE-040718-181]	13	23897975	23901732	1
ENSDARG00000099798	mon2	MON2 homolog, regulator of endosome-to-Golgi trafficking [Source:ZFIN;Acc:ZDB-GENE-030131-2712]	25	1631828	1687481	-1
ENSDARG00000078455	best4	bestrophin 4 [Source:ZFIN;Acc:ZDB-GENE-070912-6]	2	26504969	26509057	-1
ENSDARG00000053528	nog3	noggin 3 [Source:ZFIN;Acc:ZDB-GENE-990714-8]	12	32388860	32390444	1
ENSDARG00000095238	CR759887.2		25	16186344	16188838	1
ENSDARG00000041976	il17a/f3	interleukin 17a/f3 [Source:ZFIN;Acc:ZDB-GENE-041001-192]	20	34792166	34794465	1
ENSDARG00000116567	pimr3	Pim proto-oncogene, serine/threonine kinase, related 3 [Source:ZFIN;Acc:ZDB-GENE-131120-47]	6	17204785	17206028	-1
ENSDARG00000097643	CU138509.1		25	3704007	3705730	1
ENSDARG00000096683	CU565528.1		12	45748117	45748861	-1
ENSDARG00000075916	zgc:66472	zgc:66472 [Source:ZFIN;Acc:ZDB-GENE-030131-5705]	1	43988715	44001011	-1
ENSDARG00000063684	ppm1h	protein phosphatase, Mg2+/Mn2+ dependent, 1H [Source:ZFIN;Acc:ZDB-GENE-061027-190]	25	1591964	1624974	1
ENSDARG00000025904	tecrb	trans-2,3-enoyl-CoA reductase b [Source:ZFIN;Acc:ZDB-GENE-030131-5154]	1	55752593	55777154	1
ENSDARG00000074915	etaa1	ETAA1, ATR kinase activator [Source:ZFIN;Acc:ZDB-GENE-080204-12]	1	51537250	51545917	1
ENSDARG00000089697	nfe2l2b	nuclear factor, erythroid 2-like 2b [Source:ZFIN;Acc:ZDB-GENE-120320-3]	6	10888798	10902916	-1
ENSDARG00000052746	grinab	glutamate receptor, ionotropic, N-methyl D-aspartate-associated protein 1b (glutamate binding) [Source:ZFIN;Acc:ZDB-GENE-040426-1367]	16	53489676	53516433	1
ENSDARG00000053713	ccdc88c	coiled-coil domain containing 88C [Source:ZFIN;Acc:ZDB-GENE-100419-3]	17	38602602	38716245	1
ENSDARG00000002402	ercc3	excision repair cross-complementation group 3 [Source:ZFIN;Acc:ZDB-GENE-030131-3043]	6	9595414	9630081	-1
ENSDARG00000012248	rgma	repulsive guidance molecule BMP co-receptor a [Source:ZFIN;Acc:ZDB-GENE-040527-1]	18	24919614	24932329	1
ENSDARG00000076950	kel	Kell metallo-endopeptidase (Kell blood group) [Source:ZFIN;Acc:ZDB-GENE-110411-118]	16	17263027	17300030	-1
ENSDARG00000075036	si:ch211-225k7.6	si:ch211-225k7.6 [Source:ZFIN;Acc:ZDB-GENE-070705-121]	7	4671241	4674728	1
ENSDARG00000062974	itga2.2	integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor), tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-091118-70]	10	8885769	8940896	1
ENSDARG00000070284	sft2d3	SFT2 domain containing 3 [Source:ZFIN;Acc:ZDB-GENE-070907-1]	2	5406236	5407872	1
ENSDARG00000099849	ebf3a	early B cell factor 3a [Source:ZFIN;Acc:ZDB-GENE-070112-292]	14	35013656	35246931	1
ENSDARG00000070173	gria2a	glutamate receptor, ionotropic, AMPA 2a [Source:ZFIN;Acc:ZDB-GENE-020125-3]	1	21333068	21409877	-1
ENSDARG00000003251	zbtb22b	zinc finger and BTB domain containing 22b [Source:ZFIN;Acc:ZDB-GENE-010110-4]	19	7001170	7007154	1
ENSDARG00000102624	kif22	kinesin family member 22 [Source:ZFIN;Acc:ZDB-GENE-080204-34]	12	5048044	5071836	1
ENSDARG00000069640	vegfc	vascular endothelial growth factor c [Source:ZFIN;Acc:ZDB-GENE-040303-4]	1	38850830	38908197	-1
ENSDARG00000015310	pitpnbl	phosphatidylinositol transfer protein, beta, like [Source:ZFIN;Acc:ZDB-GENE-040426-2791]	3	15332268	15352438	-1
ENSDARG00000006609	map2k2a	mitogen-activated protein kinase kinase 2a [Source:ZFIN;Acc:ZDB-GENE-041027-1]	22	20388621	20403194	-1
ENSDARG00000055470	cdc16	cell division cycle 16 homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-051113-132]	9	34920001	34937256	-1
ENSDARG00000070229	zgc:158258	zgc:158258 [Source:ZFIN;Acc:ZDB-GENE-070112-2272]	11	37683278	37693019	-1
ENSDARG00000102635	znf1037	zinc finger protein 1037 [Source:ZFIN;Acc:ZDB-GENE-120709-1]	4	53183373	53194829	1
ENSDARG00000094558	si:dkeyp-53e4.1	si:dkeyp-53e4.1 [Source:ZFIN;Acc:ZDB-GENE-110913-59]	4	43273634	43280244	-1
ENSDARG00000036279	lamc1	laminin, gamma 1 [Source:ZFIN;Acc:ZDB-GENE-021226-3]	2	35880600	35979178	1
ENSDARG00000112993	efnb3a	ephrin-B3a [Source:ZFIN;Acc:ZDB-GENE-100316-1]	10	22536693	22606468	1
ENSDARG00000086626	im:7147486	im:7147486 [Source:ZFIN;Acc:ZDB-GENE-050208-286]	16	25066880	25072830	1
ENSDARG00000061201	acsf2	acyl-CoA synthetase family member 2 [Source:ZFIN;Acc:ZDB-GENE-060825-7]	12	26497167	26538823	-1
ENSDARG00000028793	nlk2	nemo-like kinase, type 2 [Source:ZFIN;Acc:ZDB-GENE-080320-1]	15	30157602	30301528	1
ENSDARG00000058683	pimr204	Pim proto-oncogene, serine/threonine kinase, related 204 [Source:ZFIN;Acc:ZDB-GENE-141216-237]	11	16137302	16141536	1
ENSDARG00000041394	dnajb1b	DnaJ (Hsp40) homolog, subfamily B, member 1b [Source:ZFIN;Acc:ZDB-GENE-030131-5455]	1	55745878	55750208	-1
ENSDARG00000003087	ubxn6	UBX domain protein 6 [Source:ZFIN;Acc:ZDB-GENE-030131-5680]	22	22260210	22274393	1
ENSDARG00000100412	si:ch211-171l17.14	si:ch211-171l17.14 [Source:ZFIN;Acc:ZDB-GENE-070912-153]	4	53034573	53072320	-1
ENSDARG00000095042	CU468826.1		4	4321168	4374704	-1
ENSDARG00000037556	st3gal5	ST3 beta-galactoside alpha-2,3-sialyltransferase 5 [Source:ZFIN;Acc:ZDB-GENE-060322-1]	14	9481443	9499474	1
ENSDARG00000076127	gabrb1	gamma-aminobutyric acid (GABA) A receptor, beta 1 [Source:ZFIN;Acc:ZDB-GENE-090313-230]	13	12299997	12375593	1
ENSDARG00000038574	scg2b	secretogranin II (chromogranin C), b [Source:ZFIN;Acc:ZDB-GENE-061103-160]	2	47581997	47585197	1
ENSDARG00000034897	rps10	ribosomal protein S10 [Source:ZFIN;Acc:ZDB-GENE-040426-1481]	6	54174696	54180699	-1
ENSDARG00000077053	ppfia3	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 3 [Source:ZFIN;Acc:ZDB-GENE-100311-3]	3	30044011	30123113	-1
ENSDARG00000025073	rpl18a	ribosomal protein L18a [Source:ZFIN;Acc:ZDB-GENE-040426-1071]	4	391297	398451	1
ENSDARG00000086877	mhc1zda	major histocompatibility complex class I ZDA [Source:ZFIN;Acc:ZDB-GENE-130206-7]	1	47125610	47135341	-1
ENSDARG00000094244	BX085193.3		2	47541737	47545639	-1
ENSDARG00000097962	BX571762.2		15	16914731	16920987	1
